# Kodak E-4050, revised 2-16, page 4; vector-path digitisation. See SOURCES.md.
logExposure,density
-3.440240,0.646040
-3.340030,0.647362
-3.239820,0.649942
-3.140776,0.653866
-3.040539,0.657768
-2.991044,0.660370
-2.940329,0.662971
-2.890807,0.665616
-2.840147,0.672119
-2.789459,0.681246
-2.739937,0.691716
-2.689249,0.704745
-2.639727,0.720441
-2.590178,0.738672
-2.540683,0.760871
-2.489995,0.783069
-2.440473,0.807848
-2.390951,0.833927
-2.340236,0.861372
-2.290741,0.890074
-2.240026,0.918798
-2.039634,1.031028
-1.840353,1.141956
-1.639960,1.254164
-1.439568,1.363814
-1.240286,1.474742
-1.140077,1.530868
-1.039867,1.585671
-0.840586,1.695299
-0.640166,1.804905
-0.539983,1.861009
-0.439746,1.915834
-0.340702,1.970658
-0.240493,2.024161
-0.040100,2.132488
0.060137,2.187313
0.160320,2.242138
0.359573,2.350422
0.559993,2.460028
